school_name,city,state,degree_type,program_url,outcomes_url,matched_program_id,match_score,match_action
The University of Texas Medical Branch at Galveston,Galveston,TX,Doctor of Physical Therapy,https://www.utmb.edu/shp/phyt/home,https://www.utmb.edu/shp/phyt/academics,262,0.959,url_added
The University of Texas Medical Branch at Galveston - (Expansion 2),Galveston,TX,Doctor of Physical Therapy,https://www.utmb.edu/shp/phyt,https://www.utmb.edu/shp/phyt/academics,262,0.959,url_added
The University of Texas Medical Branch at Galveston - (Expansion),Galveston,TX,Doctor of Physical Therapy,https://www.utmb.edu/shp/phyt,https://www.utmb.edu/shp/phyt/academics,262,0.959,url_added
University of Mary Hardin-Baylor,Belton,TX,Doctor of Physical Therapy,https://go.umhb.edu/graduate/physical-therapy/home,https://go.umhb.edu/graduate/physical-therapy/entry-level-dpt-program,274,1.000,url_added
University of North Texas Health Science Center at Fort Worth,Fort Worth,TX,Doctor of Physical Therapy,https://www.unthsc.edu/school-of-health-professions/physical-therapy/,https://www.unthsc.edu/school-of-health-professions/physical-therapy/,270,0.975,url_added
University of North Texas Health Science Center at Fort Worth (Expansion),Forth Worth,TX,DPT,https://www.unthsc.edu/school-of-health-professions/physical-therapy/,https://www.unthsc.edu/school-of-health-professions/physical-therapy/,270,0.975,url_added
"University of St Augustine for Health Sciences-Austin, Texas",Austin,TX,Doctor of Physical Therapy,https://www.usa.edu/college-of-rehabilitative-sciences/doctor-physical-therapy/,https://www.usa.edu/college-of-rehabilitative-sciences/doctor-physical-therapy/,268,0.946,url_added
"University of St Augustine for Health Sciences-Austin, Texas - (Expansion)",Austin,TX,Doctor of Physical Therapy,https://www.usa.edu/college-of-rehabilitative-sciences/doctor-physical-therapy/,https://www.usa.edu/college-of-rehabilitative-sciences/doctor-physical-therapy/,268,0.946,url_added
"University of St Augustine for Health Sciences-Dallas, Texas",Irving,TX,Doctor of Physical Therapy,https://www.usa.edu/college-of-rehabilitative-sciences/doctor-physical-therapy/,https://www.usa.edu/college-of-rehabilitative-sciences/doctor-physical-therapy/,268,0.893,url_added
"University of St Augustine for Health Sciences-Dallas, Texas (Expansion)- PT",Irving,TX,DPT,https://www.usa.edu/college-of-rehabilitative-sciences/doctor-physical-therapy/,https://www.usa.edu/college-of-rehabilitative-sciences/doctor-physical-therapy/,268,0.870,url_added
University of Texas Southwestern Medical Center,Dallas,TX,Doctor of Physical Therapy,http://www.utsouthwestern.edu/pt,http://www.utsouthwestern.edu/education/school-of-health-professions/programs/doctorate-programs/student-outcomes.html,264,1.000,url_added
University of the Incarnate Word,San Antonio,TX,Doctor of Physical Therapy,https://rehab-sciences.uiw.edu/,https://rehab-sciences.uiw.edu/about-us/graduate-outcomes.html,273,1.000,url_added
Rocky Mountain University of Health Professions,Provo,UT,Doctor of Physical Therapy,https://rm.edu/dpt/,https://rm.edu/dpt/reports/,279,1.000,url_added
University of Utah,Salt Lake City,UT,Doctor of Physical Therapy,https://health.utah.edu/physical-therapy-athletic-training/degree-programs/physical-therapy,http://health.utah.edu/physical-therapy-athletic-training/degree-programs/physical-therapy/about/graduates.php,278,1.000,url_added
University of Utah - Expansion 1,Salt Lake City,UT,Doctor of Physical Therapy,https://health.utah.edu/physical-therapy-athletic-training/degree-programs/physical-therapy,http://health.utah.edu/physical-therapy-athletic-training/degree-programs/physical-therapy/about/graduates.php,,0.829,no_match
University of Utah - Expansion 2,Salt Lake City,UT,Doctor of Physical Therapy,https://health.utah.edu/physical-therapy-athletic-training/degree-programs/physical-therapy,http://health.utah.edu/physical-therapy-athletic-training/degree-programs/physical-therapy/about/graduates.php,,0.829,no_match
University of Vermont,Burlington,VT,Doctor of Physical Therapy,https://www.uvm.edu/cnhs/rms/program/physical-therapy,https://www.uvm.edu/cnhs/rms/program/physical-therapy,281,1.000,url_added
Emory & Henry College,Emory,VA,Doctor of Physical Therapy,https://www.emoryhenry.edu/academics/physical-therapy/,https://www.emoryhenry.edu/academics/physical-therapy/program-info/program-outcomes/,10,0.905,url_added
Hampton University,Hampton,VA,Doctor of Physical Therapy,https://home.hamptonu.edu/science/physical-therapy/,https://home.hamptonu.edu/science/program-outcomes,5,1.000,url_added
Mary Baldwin University,Fishersville,VA,Doctor of Physical Therapy,https://marybaldwin.edu/programs/doctor-of-physical-therapy-dpt/,https://marybaldwin.edu/accreditation/dpt-program-outcomes/,9,1.000,url_added
Marymount University,Arlington,VA,Doctor of Physical Therapy,https://marymount.edu/academics/health-sciences/doctor-of-physical-therapy/,https://marymount.edu/academics/health-sciences/doctor-of-physical-therapy/,4,1.000,url_added
Old Dominion University,Norfolk,VA,Doctor of Physical Therapy,https://www.odu.edu/rehabilitation-sciences/doctor-of-physical-therapy,https://www.odu.edu/rehabilitation-sciences/doctor-of-physical-therapy/program-outcomes,1,1.000,url_added
Radford University,Roanoke,VA,Doctor of Physical Therapy,https://www.radford.edu/programs/dpt.html,https://www.radford.edu/programs/dpt.html,7,1.000,url_added
Shenandoah University,Winchester,VA,Doctor of Physical Therapy,http://www.su.edu/pt,www.su.edu/physical-therapy/about/student-outcomes/,3,1.000,url_added
Shenandoah University - (Expansion),Leesburg,VA,Doctor of Physical Therapy,www.su.edu/pt,www.su.edu/physical-therapy/about/student-outcomes/,3,1.000,url_added
University of Lynchburg,Lynchburg,VA,Doctor of Physical Therapy,https://www.lynchburg.edu/academics/college-of-health-sciences/doctor-of-physical-therapy/,https://www.lynchburg.edu/academics/graduate/doctor-physical-therapy/student-outcomes-and-capte-accreditation/,6,1.000,url_added
Virginia Commonwealth University,Richmond,VA,Doctor of Physical Therapy,https://pt.chp.vcu.edu/,https://pt.chp.vcu.edu/degree-programs/ptd/,2,1.000,url_added
Eastern Washington University,Spokane,WA,Doctor of Physical Therapy,https://www.ewu.edu/chsph/physical-therapy/,https://www.ewu.edu/chsph/physical-therapy/,282,1.000,url_added
Pacific Northwest University of Health Sciences,Yakima,WA,Doctor of Physical Therapy,https://www.pnwu.edu/academics/school-of-physical-therapy/,https://www.pnwu.edu/about/fast-facts-university/fast-facts-school-of-physical-therapy/,285,1.000,url_added
University of Puget Sound,Tacoma,WA,Doctor of Physical Therapy,https://www.pugetsound.edu/academics/school-physical-therapy,https://www.pugetsound.edu/academics/school-physical-therapy/prospective-students,283,1.000,url_added
University of Washington,Seattle,WA,Doctor of Physical Therapy,https://rehab.washington.edu/education/degrees/doctor-of-physical-therapy,https://rehab.washington.edu/education/degrees/doctor-of-physical-therapy,284,1.000,url_added
Whitworth University,Spokane,WA,DPT,https://www.whitworth.edu/cms/academics/doctor-of-physical-therapy/,https://www.whitworth.edu/cms/academics/doctor-of-physical-therapy/academics/outcomes-and-demographics/,286,1.000,url_added
Marshall University,Huntington,WV,Doctor of Physical Therapy,https://www.marshall.edu/physical-therapy/,http://www.marshall.edu/physical-therapy/files/Two-Year-Program-Outcomes-9-2-25.pdf,289,1.000,url_added
West Virginia University,Morgantown,WV,Doctor of Physical Therapy,http://medicine.hsc.wvu.edu/pt,https://medicine.hsc.wvu.edu/pt/program-statistics/,287,1.000,url_added
Wheeling University,Wheeling,WV,Doctor of Physical Therapy,http://wheeling.edu/academics/graduate/physical-therapy,https://wheeling.edu/academics/graduate/physical-therapy/about-the-dpt-program/,288,1.000,url_added
Carroll University,Waukesha,WI,Doctor of Physical Therapy,https://www.carrollu.edu/academics/health-sciences/doctor-of-physical-therapy,https://www.carrollu.edu/academics/health-sciences/doctor-of-physical-therapy/outcomes,297,1.000,url_added
Concordia University Wisconsin,Mequon,WI,Doctor of Physical Therapy,http://www.cuw.edu/dpt,https://shorturl.at/dkvDO,296,1.000,url_added
Concordia University Wisconsin - (Expansion),Mequon,WI,Doctor of Physical Therapy,https://www.cuw.edu/academics/programs/doctor-physical-therapy/index.html.,https://www.cuw.edu/academics/programs/doctor-physical-therapy/index.html.,296,1.000,url_added
Marquette University,Milwaukee,WI,Doctor of Physical Therapy,https://www.marquette.edu/physical-therapy/,https://www.marquette.edu/physical-therapy/about.php,293,1.000,url_added
University of Wisconsin-LaCrosse,LaCrosse,WI,Doctor of Physical Therapy,https://www.uwlax.edu/academics/grad/physical-therapy/,https://www.uwlax.edu/academics/grad/physical-therapy/program-profile,294,1.000,url_added
University of Wisconsin-Madison,Madison,WI,Doctor of Physical Therapy,https://www.med.wisc.edu/education/physical-therapy-program/,https://www.med.wisc.edu/education/physical-therapy-program/accreditation/,295,1.000,url_added
University of Wisconsin-Milwaukee,Milwaukee,WI,Doctor of Physical Therapy,https://uwm.edu/healthsciences/academics/dr-physical-therapy/,https://uwm.edu/rehabilitation-sciences-technology/wp-content/uploads/sites/627/2022/12/Graduation-pass-and-employment-rates-for-website-2024-1.pdf,298,1.000,url_added
University of Wisconsin-Stevens Point,Stevens Point,WI,DPT,https://www.uwsp.edu/programs/degree/doctor-of-physical-therapy-dpt/,https://www.uwsp.edu/programs/degree/doctor-of-physical-therapy-dpt/,292,1.000,url_added
